1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
1794,"15106","042011","3","","","","新潟県","新潟市南区","上下諏訪木","",63,4,6,2,2,-,2,7,4,4,2,2,5,4,6,1,4,2,4,2,-,-,-,2898,46.5000000000,12,32,19,12,6,-,28,1,3,-,1,-,-,3,3,1,1,1,2,3,4,1,2,-,1,1,-,-,-,1363,49.1785714286,4,15,9,4,2,-,35,3,3,2,1,-,2,4,1,3,1,1,3,1,2,-,2,2,3,1,-,-,-,1535,44.3571428571,8,17,10,8,4,-
1795,"15106","042012","3","","","","新潟県","新潟市南区","上下諏訪木","",88,3,4,4,7,1,2,3,4,9,8,7,5,3,8,8,4,2,4,2,-,-,-,4207,48.3068181818,11,49,28,12,6,-,39,-,2,3,4,-,-,1,3,3,6,2,2,1,4,3,2,1,1,1,-,-,-,1837,47.6025641026,5,22,12,5,2,-,49,3,2,1,3,1,2,2,1,6,2,5,3,2,4,5,2,1,3,1,-,-,-,2370,48.8673469388,6,27,16,7,4,-
1796,"15106","042014","3","","","","新潟県","新潟市南区","上下諏訪木","",83,2,2,7,9,3,1,2,7,8,4,4,4,5,11,4,4,2,3,1,-,-,-,3789,46.1506024096,11,47,25,10,4,-,41,1,-,6,4,1,1,1,3,5,-,3,2,3,6,1,3,-,1,-,-,-,-,1807,44.5731707317,7,23,11,4,1,-,42,1,2,1,5,2,-,1,4,3,4,1,2,2,5,3,1,2,2,1,-,-,-,1982,47.6904761905,4,24,14,6,3,-
1797,"15106","042015","3","秘匿地域","042017","","新潟県","新潟市南区","上下諏訪木","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1798,"15106","042016","3","秘匿地域","042017","","新潟県","新潟市南区","上下諏訪木","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1799,"15106","042017","3","合算地域あり","","042015;042016","新潟県","新潟市南区","上下諏訪木","",459,11,7,20,22,21,14,18,21,25,33,21,21,16,28,28,28,33,45,27,11,-,9,24968,55.9844444444,38,212,200,144,83,1,226,6,3,13,13,9,6,15,11,14,16,15,11,9,13,14,18,12,14,9,2,-,3,11420,51.7107623318,22,119,82,55,25,1,233,5,4,7,9,12,8,3,10,11,17,6,10,7,15,14,10,21,31,18,9,-,6,13548,60.1828193833,16,93,118,89,58,-
1800,"15106","042018","3","","","","新潟県","新潟市南区","上下諏訪木","",66,3,2,4,1,3,4,2,2,6,2,5,3,7,6,3,3,4,5,1,-,-,-,3302,50.5303030303,9,35,22,13,6,-,30,1,2,1,-,3,2,-,1,3,1,1,2,4,2,2,1,1,3,-,-,-,-,1472,49.5666666667,4,17,9,5,3,-,36,2,-,3,1,-,2,2,1,3,1,4,1,3,4,1,2,3,2,1,-,-,-,1830,51.3333333333,5,18,13,8,3,-
1801,"15106","042019","3","","","","新潟県","新潟市南区","上下諏訪木","",362,28,18,28,17,16,26,26,34,39,26,23,15,12,19,17,9,3,1,2,1,-,2,13363,37.6194444444,74,234,52,16,4,2,189,16,12,15,8,6,14,12,20,22,13,12,8,4,13,5,7,1,-,-,-,-,1,6766,36.4893617021,43,119,26,8,-,-,173,12,6,13,9,10,12,14,14,17,13,11,7,8,6,12,2,2,1,2,1,-,1,6597,38.8546511628,31,115,26,8,4,2
1802,"15106","042020","3","","","","新潟県","新潟市南区","上下諏訪木","",385,11,15,20,20,25,30,22,32,28,24,30,32,26,22,22,16,5,1,1,-,-,3,16149,42.7748691099,46,269,67,23,2,2,211,7,7,10,14,6,19,14,20,14,16,16,17,15,10,12,9,2,-,-,-,-,3,8698,42.3173076923,24,151,33,11,-,1,174,4,8,10,6,19,11,8,12,14,8,14,15,11,12,10,7,3,1,1,-,-,-,7451,43.3218390805,22,118,34,12,2,1
1803,"15106","0430","2","","","","新潟県","新潟市南区","庄瀬","",1072,26,31,30,36,37,42,50,59,40,41,84,99,86,92,62,66,72,73,29,16,1,-,58174,54.7667910448,87,574,411,257,119,1,490,12,21,17,13,13,25,24,31,19,16,35,56,47,47,32,27,23,22,8,2,-,-,25217,51.9632653061,50,279,161,82,32,-,582,14,10,13,23,24,17,26,28,21,25,49,43,39,45,30,39,49,51,21,14,1,-,32957,57.1271477663,37,295,250,175,87,1
1804,"15106","043001","3","","","","新潟県","新潟市南区","庄瀬","",184,6,3,5,9,8,12,10,11,6,8,20,18,15,12,13,11,9,6,2,-,-,-,9113,50.0271739130,14,117,53,28,8,-,89,3,2,4,6,3,6,5,5,3,3,9,8,8,6,8,5,3,1,1,-,-,-,4207,47.7696629213,9,56,24,10,2,-,95,3,1,1,3,5,6,5,6,3,5,11,10,7,6,5,6,6,5,1,-,-,-,4906,52.1421052632,5,61,29,18,6,-
1805,"15106","043002","3","","","","新潟県","新潟市南区","庄瀬","",129,6,5,5,3,2,4,7,9,6,6,7,12,15,17,4,6,7,7,-,1,-,-,6548,51.2596899225,16,71,42,21,8,-,61,3,4,2,1,1,2,3,6,2,3,3,7,5,9,3,1,4,1,-,1,-,-,2963,49.0737704918,9,33,19,7,2,-,68,3,1,3,2,1,2,4,3,4,3,4,5,10,8,1,5,3,6,-,-,-,-,3585,53.2205882353,7,38,23,14,6,-
1806,"15106","043003","3","","","","新潟県","新潟市南区","庄瀬","",92,-,1,-,2,2,2,5,4,2,2,9,17,6,6,7,9,7,9,2,-,-,-,5551,60.8369565217,1,51,40,27,11,-,45,-,-,-,2,1,-,3,2,1,-,3,9,5,3,2,4,6,3,1,-,-,-,2736,61.3000000000,-,26,19,14,4,-,47,-,1,-,-,1,2,2,2,1,2,6,8,1,3,5,5,1,6,1,-,-,-,2815,60.3936170213,1,25,21,13,7,-
1807,"15106","043004","3","","","","新潟県","新潟市南区","庄瀬","",116,6,5,4,3,4,3,7,11,5,8,6,10,11,8,3,6,5,10,-,1,-,-,5685,49.5086206897,15,68,33,22,11,1,56,2,5,2,1,3,2,4,4,2,3,3,7,6,3,2,2,-,5,-,-,-,-,2563,46.2678571429,9,35,12,7,5,-,60,4,-,2,2,1,1,3,7,3,5,3,3,5,5,1,4,5,5,-,1,-,-,3122,52.5333333333,6,33,21,15,6,1
1808,"15106","043005","3","","","","新潟県","新潟市南区","庄瀬","",115,4,7,6,4,5,3,4,11,7,2,11,5,12,8,10,7,3,4,2,-,-,-,5510,48.4130434783,17,64,34,16,6,-,56,2,5,3,2,2,2,2,6,4,1,6,2,6,4,4,4,-,1,-,-,-,-,2478,44.7500000000,10,33,13,5,1,-,59,2,2,3,2,3,1,2,5,3,1,5,3,6,4,6,3,3,3,2,-,-,-,3032,51.8898305085,7,31,21,11,5,-
1809,"15106","043006","3","","","","新潟県","新潟市南区","庄瀬","",73,-,1,3,1,2,4,7,2,1,3,3,12,7,8,2,4,4,6,3,-,-,-,4097,56.6232876712,4,42,27,17,9,-,36,-,-,1,-,-,3,4,1,1,1,-,7,5,6,-,2,1,3,1,-,-,-,2053,57.5277777778,1,22,13,7,4,-,37,-,1,2,1,2,1,3,1,-,2,3,5,2,2,2,2,3,3,2,-,-,-,2044,55.7432432432,3,20,14,10,5,-
1810,"15106","043007","3","","","","新潟県","新潟市南区","庄瀬","",140,2,2,3,4,2,1,4,4,2,2,8,3,4,10,7,11,17,22,18,13,1,-,9816,70.6142857143,7,34,99,82,54,-,42,1,-,2,1,-,-,1,2,1,1,3,3,2,6,4,4,2,4,4,1,-,-,2660,63.8333333333,3,14,25,15,9,-,98,1,2,1,3,2,1,3,2,1,1,5,-,2,4,3,7,15,18,14,12,1,-,7156,73.5204081633,4,20,74,67,45,-
1811,"15106","043008","3","","","","新潟県","新潟市南区","庄瀬","",90,1,6,2,4,3,8,3,2,5,5,7,11,5,6,8,4,6,4,-,-,-,-,4443,49.8666666667,9,53,28,14,4,-,41,-,4,2,-,1,5,1,1,2,2,3,7,3,2,3,2,1,2,-,-,-,-,1951,48.0853658537,6,25,10,5,2,-,49,1,2,-,4,2,3,2,1,3,3,4,4,2,4,5,2,5,2,-,-,-,-,2492,51.3571428571,3,28,18,9,2,-
1812,"15106","043009","3","","","","新潟県","新潟市南区","庄瀬","",133,1,1,2,6,9,5,3,5,6,5,13,11,11,17,8,8,14,5,2,1,-,-,7411,56.2218045113,4,74,55,30,8,-,64,1,1,1,-,2,5,1,4,3,2,5,6,7,8,6,3,6,2,1,-,-,-,3606,56.8437500000,3,35,26,12,3,-,69,-,-,1,6,7,-,2,1,3,3,8,5,4,9,2,5,8,3,1,1,-,-,3805,55.6449275362,1,39,29,18,5,-
1813,"15106","0440","2","","","","新潟県","新潟市南区","次郎右エ門興野","",87,1,1,2,4,1,5,5,4,6,4,3,12,13,6,2,4,7,4,3,-,-,-,4689,54.3965517241,4,57,26,18,7,-,40,-,1,1,2,1,2,3,3,3,2,1,6,6,2,2,2,2,-,1,-,-,-,2001,50.5250000000,2,29,9,5,1,-,47,1,-,1,2,-,3,2,1,3,2,2,6,7,4,-,2,5,4,2,-,-,-,2688,57.6914893617,2,28,17,13,6,-
1814,"15106","0450","2","","","","新潟県","新潟市南区","白根","",2208,79,74,75,92,83,98,99,134,136,187,120,129,153,172,157,171,129,73,31,3,-,13,109279,50.2854214123,228,1231,736,407,107,7,1069,38,35,39,51,44,50,51,69,67,108,60,65,82,69,68,84,49,27,8,-,-,5,51014,48.4454887218,112,647,305,168,35,2,1139,41,39,36,41,39,48,48,65,69,79,60,64,71,103,89,87,80,46,23,3,-,8,58265,52.0163572060,116,584,431,239,72,5
1815,"15106","045001","3","","","","新潟県","新潟市南区","白根","",44,2,4,1,-,2,2,4,1,4,3,2,2,2,5,5,2,2,1,-,-,-,-,2047,47.0227272727,7,22,15,5,1,-,23,1,2,1,-,1,2,1,1,3,2,1,-,2,2,3,-,-,1,-,-,-,-,1002,44.0652173913,4,13,6,1,1,-,21,1,2,-,-,1,-,3,-,1,1,1,2,-,3,2,2,2,-,-,-,-,-,1045,50.2619047619,3,9,9,4,-,-
1816,"15106","045002","3","","","","新潟県","新潟市南区","白根","",23,-,-,-,1,1,-,-,-,-,-,3,1,5,5,2,-,1,3,1,-,-,-,1470,64.4130434783,-,11,12,5,4,-,13,-,-,-,1,-,-,-,-,-,-,1,1,3,3,1,-,-,2,1,-,-,-,851,65.9615384615,-,6,7,3,3,-,10,-,-,-,-,1,-,-,-,-,-,2,-,2,2,1,-,1,1,-,-,-,-,619,62.4000000000,-,5,5,2,1,-
1817,"15106","045003","3","","","","新潟県","新潟市南区","白根","",34,-,-,-,3,4,1,-,-,2,4,2,-,2,6,6,1,3,-,-,-,-,-,1833,54.4117647059,-,18,16,4,-,-,14,-,-,-,1,2,-,-,-,-,2,1,-,1,2,3,1,1,-,-,-,-,-,785,56.5714285714,-,7,7,2,-,-,20,-,-,-,2,2,1,-,-,2,2,1,-,1,4,3,-,2,-,-,-,-,-,1048,52.9000000000,-,11,9,2,-,-
1818,"15106","045004","3","","","","新潟県","新潟市南区","白根","",30,1,1,2,-,-,1,-,1,2,3,2,3,2,1,5,2,4,-,-,-,-,-,1639,55.1333333333,4,14,12,6,-,-,13,-,-,1,-,-,1,-,-,1,3,1,1,1,1,1,2,-,-,-,-,-,-,692,53.7307692308,1,8,4,2,-,-,17,1,1,1,-,-,-,-,1,1,-,1,2,1,-,4,-,4,-,-,-,-,-,947,56.2058823529,3,6,8,4,-,-
1819,"15106","045005","3","","","","新潟県","新潟市南区","白根","",62,1,-,2,3,3,3,1,2,4,3,8,4,3,5,6,9,2,1,2,-,-,-,3354,54.5967741935,3,34,25,14,3,-,26,-,-,1,-,2,2,-,2,3,1,3,2,1,2,2,4,1,-,-,-,-,-,1352,52.5000000000,1,16,9,5,-,-,36,1,-,1,3,1,1,1,-,1,2,5,2,2,3,4,5,1,1,2,-,-,-,2002,56.1111111111,2,18,16,9,3,-
1820,"15106","045006","3","","","","新潟県","新潟市南区","白根","",56,-,1,1,4,2,2,1,-,7,2,3,4,5,5,4,6,3,4,2,-,-,-,3170,57.1071428571,2,30,24,15,6,-,27,-,1,1,1,-,2,-,-,3,1,1,2,3,2,2,4,1,3,-,-,-,-,1542,57.6111111111,2,13,12,8,3,-,29,-,-,-,3,2,-,1,-,4,1,2,2,2,3,2,2,2,1,2,-,-,-,1628,56.6379310345,-,17,12,7,3,-
1821,"15106","045007","3","","","","新潟県","新潟市南区","白根","",25,-,-,2,-,-,-,1,1,2,2,-,2,2,-,8,1,3,1,-,-,-,-,1497,60.3800000000,2,10,13,5,1,-,15,-,-,1,-,-,-,-,1,2,2,-,2,1,-,3,-,2,1,-,-,-,-,877,58.9666666667,1,8,6,3,1,-,10,-,-,1,-,-,-,1,-,-,-,-,-,1,-,5,1,1,-,-,-,-,-,620,62.5000000000,1,2,7,2,-,-
1822,"15106","045008","3","","","","新潟県","新潟市南区","白根","",59,-,-,1,2,2,4,3,4,-,5,6,3,8,3,4,5,7,1,1,-,-,-,3287,56.2118644068,1,37,21,14,2,-,27,-,-,-,1,2,1,1,2,-,4,2,2,5,-,-,2,5,-,-,-,-,-,1482,55.3888888889,-,20,7,7,-,-,32,-,-,1,1,-,3,2,2,-,1,4,1,3,3,4,3,2,1,1,-,-,-,1805,56.9062500000,1,17,14,7,2,-
1823,"15106","045009","3","","","","新潟県","新潟市南区","白根","",161,4,3,5,4,9,10,8,9,11,9,6,7,18,9,13,10,12,8,2,-,-,4,8121,52.2261146497,12,91,54,32,10,-,79,1,2,1,1,5,6,5,6,6,4,2,5,11,5,6,6,4,2,-,-,-,1,3964,51.3205128205,4,51,23,12,2,-,82,3,1,4,3,4,4,3,3,5,5,4,2,7,4,7,4,8,6,2,-,-,3,4157,53.1202531646,8,40,31,20,8,-
1824,"15106","045010","3","","","","新潟県","新潟市南区","白根","",52,-,-,2,3,-,4,1,3,1,4,7,5,3,4,4,4,3,4,-,-,-,-,2837,55.0576923077,2,31,19,11,4,-,29,-,-,1,3,-,1,1,1,1,1,4,4,2,2,2,2,1,3,-,-,-,-,1573,54.7413793103,1,18,10,6,3,-,23,-,-,1,-,-,3,-,2,-,3,3,1,1,2,2,2,2,1,-,-,-,-,1264,55.4565217391,1,13,9,5,1,-
1825,"15106","045011","3","","","","新潟県","新潟市南区","白根","",37,-,-,-,3,1,2,-,1,3,3,1,4,3,7,3,2,1,1,1,1,-,-,2098,57.2027027027,-,21,16,6,3,-,18,-,-,-,3,-,-,-,1,2,2,1,3,1,2,2,1,-,-,-,-,-,-,908,50.9444444444,-,13,5,1,-,-,19,-,-,-,-,1,2,-,-,1,1,-,1,2,5,1,1,1,1,1,1,-,-,1190,63.1315789474,-,8,11,5,3,-
1826,"15106","045012","3","","","","新潟県","新潟市南区","白根","",30,1,-,1,-,-,3,1,-,1,6,2,3,3,1,3,4,-,-,1,-,-,-,1594,53.6333333333,2,19,9,5,1,1,16,1,-,1,-,-,2,1,-,1,4,-,2,1,-,2,1,-,-,-,-,-,-,726,45.8750000000,2,11,3,1,-,-,14,-,-,-,-,-,1,-,-,-,2,2,1,2,1,1,3,-,-,1,-,-,-,868,62.5000000000,-,8,6,4,1,1
1827,"15106","045013","3","","","","新潟県","新潟市南区","白根","",28,1,1,-,-,2,2,1,2,-,-,2,2,5,2,-,1,3,4,-,-,-,-,1548,55.7857142857,2,16,10,8,4,1,14,-,1,-,-,1,1,-,2,-,-,2,-,3,2,-,-,1,1,-,-,-,-,720,51.9285714286,1,9,4,2,1,1,14,1,-,-,-,1,1,1,-,-,-,-,2,2,-,-,1,2,3,-,-,-,-,828,59.6428571429,1,7,6,6,3,-
1828,"15106","045014","3","","","","新潟県","新潟市南区","白根","",80,3,3,1,2,2,4,1,4,3,3,3,6,6,10,9,7,6,4,2,1,-,-,4523,57.0375000000,7,34,39,20,7,-,38,1,2,-,2,1,1,1,2,1,2,1,4,2,5,3,6,1,2,1,-,-,-,2105,55.8947368421,3,17,18,10,3,-,42,2,1,1,-,1,3,-,2,2,1,2,2,4,5,6,1,5,2,1,1,-,-,2418,58.0714285714,4,17,21,10,4,-
1829,"15106","045015","3","","","","新潟県","新潟市南区","白根","",31,1,2,-,-,-,1,2,1,2,5,1,1,3,-,-,7,3,1,1,-,-,-,1725,56.1451612903,3,16,12,12,2,-,11,-,1,-,-,-,-,-,-,-,3,1,-,2,-,-,3,1,-,-,-,-,-,639,58.5909090909,1,6,4,4,-,-,20,1,1,-,-,-,1,2,1,2,2,-,1,1,-,-,4,2,1,1,-,-,-,1086,54.8000000000,2,10,8,8,2,-
1830,"15106","045016","3","","","","新潟県","新潟市南区","白根","",32,-,1,2,-,-,-,2,3,2,7,1,-,2,5,4,3,-,-,-,-,-,-,1650,52.0625000000,3,17,12,3,-,-,16,-,1,1,-,-,-,1,3,-,3,1,-,1,3,1,1,-,-,-,-,-,-,760,48.0000000000,2,9,5,1,-,-,16,-,-,1,-,-,-,1,-,2,4,-,-,1,2,3,2,-,-,-,-,-,-,890,56.1250000000,1,8,7,2,-,-
1831,"15106","045017","3","","","","新潟県","新潟市南区","白根","",73,2,3,5,1,1,1,3,5,7,3,5,4,6,8,1,8,5,4,1,-,-,-,3790,52.4178082192,10,36,27,18,5,-,31,-,-,4,1,1,1,2,1,4,2,4,1,2,1,1,4,2,-,-,-,-,-,1479,48.2096774194,4,19,8,6,-,-,42,2,3,1,-,-,-,1,4,3,1,1,3,4,7,-,4,3,4,1,-,-,-,2311,55.5238095238,6,17,19,12,5,-
1832,"15106","045018","3","","","","新潟県","新潟市南区","白根","",90,3,4,5,5,5,4,2,8,7,12,3,3,6,8,6,4,3,1,1,-,-,-,3989,44.8222222222,12,55,23,9,2,-,42,1,1,3,4,3,2,1,2,2,6,1,2,4,3,4,1,-,1,1,-,-,-,1840,44.3095238095,5,27,10,3,2,-,48,2,3,2,1,2,2,1,6,5,6,2,1,2,5,2,3,3,-,-,-,-,-,2149,45.2708333333,7,28,13,6,-,-
1833,"15106","045019","3","","","","新潟県","新潟市南区","白根","",65,-,3,1,1,-,1,1,2,4,6,4,3,2,4,10,11,5,3,1,1,-,2,3827,61.2460317460,4,24,35,21,5,-,31,-,1,1,-,-,-,-,1,3,5,3,2,1,1,3,5,2,1,-,-,-,2,1660,57.7413793103,2,15,12,8,1,-,34,-,2,-,1,-,1,1,1,1,1,1,1,1,3,7,6,3,2,1,1,-,-,2167,64.2352941176,2,9,23,13,4,-
1834,"15106","045020","3","","","","新潟県","新潟市南区","白根","",205,11,11,4,6,6,8,14,10,14,10,11,10,22,17,12,14,14,9,1,-,-,1,10085,49.9362745098,26,111,67,38,10,4,102,8,3,2,2,4,6,9,6,6,8,4,3,14,6,5,8,4,4,-,-,-,-,4782,47.3823529412,13,62,27,16,4,1,103,3,8,2,4,2,2,5,4,8,2,7,7,8,11,7,6,10,5,1,-,-,1,5303,52.4901960784,13,49,40,22,6,3
1835,"15106","045021","3","","","","新潟県","新潟市南区","白根","",102,-,-,5,6,3,2,2,4,5,11,1,11,3,12,11,13,6,6,1,-,-,-,5754,56.9117647059,5,48,49,26,7,-,59,-,-,3,5,1,1,2,3,3,7,1,5,2,5,6,9,3,3,-,-,-,-,3218,55.0423728814,3,30,26,15,3,-,43,-,-,2,1,2,1,-,1,2,4,-,6,1,7,5,4,3,3,1,-,-,-,2536,59.4767441860,2,18,23,11,4,-
1836,"15106","045022","3","","","","新潟県","新潟市南区","白根","",52,1,1,2,1,2,-,-,5,5,5,3,3,1,2,11,4,3,3,-,-,-,-,2854,55.3846153846,4,25,23,10,3,-,23,1,1,-,1,-,-,-,2,2,3,2,2,-,-,6,2,1,-,-,-,-,-,1219,53.5000000000,2,12,9,3,-,-,29,-,-,2,-,2,-,-,3,3,2,1,1,1,2,5,2,2,3,-,-,-,-,1635,56.8793103448,2,13,14,7,3,-
1837,"15106","045023","3","","","","新潟県","新潟市南区","白根","",37,1,-,3,2,1,-,2,1,3,5,-,-,-,5,7,5,2,-,-,-,-,-,1929,52.6351351351,4,14,19,7,-,-,15,-,-,1,-,1,-,1,1,1,3,-,-,-,-,3,2,2,-,-,-,-,-,812,54.6333333333,1,7,7,4,-,-,22,1,-,2,2,-,-,1,-,2,2,-,-,-,5,4,3,-,-,-,-,-,-,1117,51.2727272727,3,7,12,3,-,-
1838,"15106","045024","3","","","","新潟県","新潟市南区","白根","",33,-,-,3,2,-,-,-,-,3,3,2,5,3,1,5,3,-,1,2,-,-,-,1826,55.8333333333,3,18,12,6,3,-,13,-,-,1,-,-,-,-,-,1,2,1,4,-,1,1,2,-,-,-,-,-,-,713,55.3461538462,1,8,4,2,-,-,20,-,-,2,2,-,-,-,-,2,1,1,1,3,-,4,1,-,1,2,-,-,-,1113,56.1500000000,2,10,8,4,3,-
1839,"15106","045025","3","","","","新潟県","新潟市南区","白根","",58,1,2,2,3,3,-,-,4,2,7,4,4,-,4,2,8,8,3,1,-,-,-,3189,55.4827586207,5,27,26,20,4,-,23,-,-,1,1,1,-,-,2,1,3,4,1,-,1,-,2,3,2,1,-,-,-,1307,57.3260869565,1,13,9,8,3,-,35,1,2,1,2,2,-,-,2,1,4,-,3,-,3,2,6,5,1,-,-,-,-,1882,54.2714285714,4,14,17,12,1,-
1840,"15106","045026","3","","","","新潟県","新潟市南区","白根","",24,3,1,-,-,-,-,3,1,1,1,-,1,3,1,1,4,4,-,-,-,-,-,1255,52.7916666667,4,10,10,8,-,-,10,2,1,-,-,-,-,1,1,-,1,-,-,2,1,-,1,-,-,-,-,-,-,393,39.8000000000,3,5,2,1,-,-,14,1,-,-,-,-,-,2,-,1,-,-,1,1,-,1,3,4,-,-,-,-,-,862,62.0714285714,1,5,8,7,-,-
1841,"15106","045027","3","","","","新潟県","新潟市南区","白根","",41,2,2,1,3,-,1,6,2,-,5,1,2,1,3,2,4,4,2,-,-,-,-,1994,49.1341463415,5,21,15,10,2,-,16,-,1,1,1,-,-,2,1,-,3,-,-,1,1,-,3,2,-,-,-,-,-,801,50.5625000000,2,8,6,5,-,-,25,2,1,-,2,-,1,4,1,-,2,1,2,-,2,2,1,2,2,-,-,-,-,1193,48.2200000000,3,13,9,5,2,-
1842,"15106","045034","3","","","","新潟県","新潟市南区","白根","",60,4,3,-,1,1,1,3,4,3,2,2,3,4,4,5,10,4,1,1,-,-,4,2982,53.7500000000,7,24,25,16,2,-,28,2,2,-,-,1,1,2,2,1,-,1,3,1,2,2,5,2,-,-,-,-,1,1361,50.9074074074,4,12,11,7,-,-,32,2,1,-,1,-,-,1,2,2,2,1,-,3,2,3,5,2,1,1,-,-,3,1621,56.3965517241,3,12,14,9,2,-
1843,"15106","045035","3","","","","新潟県","新潟市南区","白根","",103,7,3,3,9,4,6,3,11,6,8,3,4,6,10,6,4,7,3,-,-,-,-,4612,45.2766990291,13,60,30,14,3,-,51,4,2,2,4,2,2,2,6,2,4,2,1,3,4,4,2,5,-,-,-,-,-,2247,44.5588235294,8,28,15,7,-,-,52,3,1,1,5,2,4,1,5,4,4,1,3,3,6,2,2,2,3,-,-,-,-,2365,45.9807692308,5,32,15,7,3,-
1844,"15106","045036","3","","","","新潟県","新潟市南区","白根","",107,10,5,2,3,3,12,8,8,4,3,4,3,5,6,-,9,10,3,8,-,-,1,4974,47.4245283019,17,53,36,30,11,-,48,5,2,1,1,1,7,4,3,1,2,1,2,2,3,-,3,5,1,4,-,-,-,2226,46.8750000000,8,24,16,13,5,-,59,5,3,1,2,2,5,4,5,3,1,3,1,3,3,-,6,5,2,4,-,-,1,2748,47.8793103448,9,29,20,17,6,-
1845,"15106","045037","3","","","","新潟県","新潟市南区","白根","",374,20,20,19,24,26,23,26,37,28,47,28,26,19,19,2,6,1,1,1,-,-,1,13826,37.5670241287,59,284,30,9,2,1,198,11,11,10,18,15,11,14,17,17,25,14,11,10,9,2,2,-,-,-,-,-,1,6978,35.9213197970,32,152,13,2,-,-,176,9,9,9,6,11,12,12,20,11,22,14,15,9,10,-,4,1,1,1,-,-,-,6848,39.4090909091,27,132,17,7,2,1
1846,"15106","045038","3","","","","新潟県","新潟市南区","白根","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
