draw,chain,district
1703,1,1
1703,1,2
1703,1,3
1703,1,4
1703,1,5
1710,1,1
1710,1,2
1710,1,3
1710,1,4
1710,1,5
1711,1,1
1711,1,2
1711,1,3
1711,1,4
1711,1,5
1712,1,1
1712,1,2
1712,1,3
1712,1,4
1712,1,5
1717,1,1
1717,1,2
1717,1,3
1717,1,4
1717,1,5
1718,1,1
1718,1,2
1718,1,3
1718,1,4
1718,1,5
1719,1,1
1719,1,2
1719,1,3
1719,1,4
1719,1,5
1722,1,1
1722,1,2
1722,1,3
1722,1,4
1722,1,5
1725,1,1
1725,1,2
1725,1,3
1725,1,4
1725,1,5
1729,1,1
1729,1,2
1729,1,3
1729,1,4
1729,1,5
1742,1,1
1742,1,2
1742,1,3
1742,1,4
1742,1,5
1743,1,1
1743,1,2
1743,1,3
1743,1,4
1743,1,5
1744,1,1
1744,1,2
1744,1,3
1744,1,4
1744,1,5
1748,1,1
1748,1,2
1748,1,3
1748,1,4
1748,1,5
1755,1,1
1755,1,2
1755,1,3
1755,1,4
1755,1,5
1759,1,1
1759,1,2
1759,1,3
1759,1,4
1759,1,5
1760,1,1
1760,1,2
1760,1,3
1760,1,4
1760,1,5
1762,1,1
1762,1,2
1762,1,3
1762,1,4
1762,1,5
1764,1,1
1764,1,2
1764,1,3
1764,1,4
1764,1,5
1769,1,1
1769,1,2
1769,1,3
1769,1,4
1769,1,5
1770,1,1
1770,1,2
1770,1,3
1770,1,4
1770,1,5
1776,1,1
1776,1,2
1776,1,3
1776,1,4
1776,1,5
1781,1,1
1781,1,2
1781,1,3
1781,1,4
1781,1,5
1782,1,1
1782,1,2
1782,1,3
1782,1,4
1782,1,5
1786,1,1
1786,1,2
1786,1,3
1786,1,4
1786,1,5
1788,1,1
1788,1,2
1788,1,3
1788,1,4
1788,1,5
1792,1,1
1792,1,2
1792,1,3
1792,1,4
1792,1,5
1795,1,1
1795,1,2
1795,1,3
1795,1,4
1795,1,5
1796,1,1
1796,1,2
1796,1,3
1796,1,4
1796,1,5
1797,1,1
1797,1,2
1797,1,3
1797,1,4
1797,1,5
1799,1,1
1799,1,2
1799,1,3
1799,1,4
1799,1,5
1802,1,1
1802,1,2
1802,1,3
1802,1,4
1802,1,5
1804,1,1
1804,1,2
1804,1,3
1804,1,4
1804,1,5
1806,1,1
1806,1,2
1806,1,3
1806,1,4
1806,1,5
1812,1,1
1812,1,2
1812,1,3
1812,1,4
1812,1,5
1815,1,1
1815,1,2
1815,1,3
1815,1,4
1815,1,5
1817,1,1
1817,1,2
1817,1,3
1817,1,4
1817,1,5
1822,1,1
1822,1,2
1822,1,3
1822,1,4
1822,1,5
1825,1,1
1825,1,2
1825,1,3
1825,1,4
1825,1,5
1827,1,1
1827,1,2
1827,1,3
1827,1,4
1827,1,5
1828,1,1
1828,1,2
1828,1,3
1828,1,4
1828,1,5
1829,1,1
1829,1,2
1829,1,3
1829,1,4
1829,1,5
1837,1,1
1837,1,2
1837,1,3
1837,1,4
1837,1,5
1844,1,1
1844,1,2
1844,1,3
1844,1,4
1844,1,5
1845,1,1
1845,1,2
1845,1,3
1845,1,4
1845,1,5
1851,1,1
1851,1,2
1851,1,3
1851,1,4
1851,1,5
1854,1,1
1854,1,2
1854,1,3
1854,1,4
1854,1,5
1862,1,1
1862,1,2
1862,1,3
1862,1,4
1862,1,5
1863,1,1
1863,1,2
1863,1,3
1863,1,4
1863,1,5
1864,1,1
1864,1,2
1864,1,3
1864,1,4
1864,1,5
1873,1,1
1873,1,2
1873,1,3
1873,1,4
1873,1,5
1887,1,1
1887,1,2
1887,1,3
1887,1,4
1887,1,5
1889,1,1
1889,1,2
1889,1,3
1889,1,4
1889,1,5
1891,1,1
1891,1,2
1891,1,3
1891,1,4
1891,1,5
1898,1,1
1898,1,2
1898,1,3
1898,1,4
1898,1,5
1900,1,1
1900,1,2
1900,1,3
1900,1,4
1900,1,5
1903,1,1
1903,1,2
1903,1,3
1903,1,4
1903,1,5
1910,1,1
1910,1,2
1910,1,3
1910,1,4
1910,1,5
1916,1,1
1916,1,2
1916,1,3
1916,1,4
1916,1,5
1921,1,1
1921,1,2
1921,1,3
1921,1,4
1921,1,5
1926,1,1
1926,1,2
1926,1,3
1926,1,4
1926,1,5
1927,1,1
1927,1,2
1927,1,3
1927,1,4
1927,1,5
1935,1,1
1935,1,2
1935,1,3
1935,1,4
1935,1,5
1941,1,1
1941,1,2
1941,1,3
1941,1,4
1941,1,5
1946,1,1
1946,1,2
1946,1,3
1946,1,4
1946,1,5
1948,1,1
1948,1,2
1948,1,3
1948,1,4
1948,1,5
1949,1,1
1949,1,2
1949,1,3
1949,1,4
1949,1,5
1960,1,1
1960,1,2
1960,1,3
1960,1,4
1960,1,5
1967,1,1
1967,1,2
1967,1,3
1967,1,4
1967,1,5
1977,1,1
1977,1,2
1977,1,3
1977,1,4
1977,1,5
1980,1,1
1980,1,2
1980,1,3
1980,1,4
1980,1,5
1981,1,1
1981,1,2
1981,1,3
1981,1,4
1981,1,5
1989,1,1
1989,1,2
1989,1,3
1989,1,4
1989,1,5
1995,1,1
1995,1,2
1995,1,3
1995,1,4
1995,1,5
2009,1,1
2009,1,2
2009,1,3
2009,1,4
2009,1,5
2011,1,1
2011,1,2
2011,1,3
2011,1,4
2011,1,5
2014,1,1
2014,1,2
2014,1,3
2014,1,4
2014,1,5
2017,1,1
2017,1,2
2017,1,3
2017,1,4
2017,1,5
2025,1,1
2025,1,2
2025,1,3
2025,1,4
2025,1,5
2035,1,1
2035,1,2
2035,1,3
2035,1,4
2035,1,5
2039,1,1
2039,1,2
2039,1,3
2039,1,4
2039,1,5
2041,1,1
2041,1,2
2041,1,3
2041,1,4
2041,1,5
2046,1,1
2046,1,2
2046,1,3
2046,1,4
2046,1,5
2047,1,1
2047,1,2
2047,1,3
2047,1,4
2047,1,5
2048,1,1
2048,1,2
2048,1,3
2048,1,4
2048,1,5
2049,1,1
2049,1,2
2049,1,3
2049,1,4
2049,1,5
2050,1,1
2050,1,2
2050,1,3
2050,1,4
2050,1,5
2054,1,1
2054,1,2
2054,1,3
2054,1,4
2054,1,5
2064,1,1
2064,1,2
2064,1,3
2064,1,4
2064,1,5
2067,1,1
2067,1,2
2067,1,3
2067,1,4
2067,1,5
2070,1,1
2070,1,2
2070,1,3
2070,1,4
2070,1,5
2073,1,1
2073,1,2
2073,1,3
2073,1,4
2073,1,5
2077,1,1
2077,1,2
2077,1,3
2077,1,4
2077,1,5
2079,1,1
2079,1,2
2079,1,3
2079,1,4
2079,1,5
2081,1,1
2081,1,2
2081,1,3
2081,1,4
2081,1,5
2082,1,1
2082,1,2
2082,1,3
2082,1,4
2082,1,5
2090,1,1
2090,1,2
2090,1,3
2090,1,4
2090,1,5
2099,1,1
2099,1,2
2099,1,3
2099,1,4
2099,1,5
2100,1,1
2100,1,2
2100,1,3
2100,1,4
2100,1,5
2101,1,1
2101,1,2
2101,1,3
2101,1,4
2101,1,5
2106,1,1
2106,1,2
2106,1,3
2106,1,4
2106,1,5
2112,1,1
2112,1,2
2112,1,3
2112,1,4
2112,1,5
2113,1,1
2113,1,2
2113,1,3
2113,1,4
2113,1,5
2116,1,1
2116,1,2
2116,1,3
2116,1,4
2116,1,5
2125,1,1
2125,1,2
2125,1,3
2125,1,4
2125,1,5
2126,1,1
2126,1,2
2126,1,3
2126,1,4
2126,1,5
2130,1,1
2130,1,2
2130,1,3
2130,1,4
2130,1,5
2138,1,1
2138,1,2
2138,1,3
2138,1,4
2138,1,5
2148,1,1
2148,1,2
2148,1,3
2148,1,4
2148,1,5
2154,1,1
2154,1,2
2154,1,3
2154,1,4
2154,1,5
2157,1,1
2157,1,2
2157,1,3
2157,1,4
2157,1,5
2162,1,1
2162,1,2
2162,1,3
2162,1,4
2162,1,5
2163,1,1
2163,1,2
2163,1,3
2163,1,4
2163,1,5
2167,1,1
2167,1,2
2167,1,3
2167,1,4
2167,1,5
2170,1,1
2170,1,2
2170,1,3
2170,1,4
2170,1,5
2172,1,1
2172,1,2
2172,1,3
2172,1,4
2172,1,5
2178,1,1
2178,1,2
2178,1,3
2178,1,4
2178,1,5
2184,1,1
2184,1,2
2184,1,3
2184,1,4
2184,1,5
2186,1,1
2186,1,2
2186,1,3
2186,1,4
2186,1,5
2195,1,1
2195,1,2
2195,1,3
2195,1,4
2195,1,5
2201,1,1
2201,1,2
2201,1,3
2201,1,4
2201,1,5
2202,1,1
2202,1,2
2202,1,3
2202,1,4
2202,1,5
2203,1,1
2203,1,2
2203,1,3
2203,1,4
2203,1,5
2205,1,1
2205,1,2
2205,1,3
2205,1,4
2205,1,5
2207,1,1
2207,1,2
2207,1,3
2207,1,4
2207,1,5
2213,1,1
2213,1,2
2213,1,3
2213,1,4
2213,1,5
2219,1,1
2219,1,2
2219,1,3
2219,1,4
2219,1,5
2220,1,1
2220,1,2
2220,1,3
2220,1,4
2220,1,5
2224,1,1
2224,1,2
2224,1,3
2224,1,4
2224,1,5
2227,1,1
2227,1,2
2227,1,3
2227,1,4
2227,1,5
2232,1,1
2232,1,2
2232,1,3
2232,1,4
2232,1,5
2233,1,1
2233,1,2
2233,1,3
2233,1,4
2233,1,5
2236,1,1
2236,1,2
2236,1,3
2236,1,4
2236,1,5
2237,1,1
2237,1,2
2237,1,3
2237,1,4
2237,1,5
2242,1,1
2242,1,2
2242,1,3
2242,1,4
2242,1,5
2248,1,1
2248,1,2
2248,1,3
2248,1,4
2248,1,5
2249,1,1
2249,1,2
2249,1,3
2249,1,4
2249,1,5
2253,1,1
2253,1,2
2253,1,3
2253,1,4
2253,1,5
2259,1,1
2259,1,2
2259,1,3
2259,1,4
2259,1,5
2268,1,1
2268,1,2
2268,1,3
2268,1,4
2268,1,5
2270,1,1
2270,1,2
2270,1,3
2270,1,4
2270,1,5
2281,1,1
2281,1,2
2281,1,3
2281,1,4
2281,1,5
2284,1,1
2284,1,2
2284,1,3
2284,1,4
2284,1,5
2289,1,1
2289,1,2
2289,1,3
2289,1,4
2289,1,5
2290,1,1
2290,1,2
2290,1,3
2290,1,4
2290,1,5
2292,1,1
2292,1,2
2292,1,3
2292,1,4
2292,1,5
2300,1,1
2300,1,2
2300,1,3
2300,1,4
2300,1,5
2301,1,1
2301,1,2
2301,1,3
2301,1,4
2301,1,5
2305,1,1
2305,1,2
2305,1,3
2305,1,4
2305,1,5
2308,1,1
2308,1,2
2308,1,3
2308,1,4
2308,1,5
2310,1,1
2310,1,2
2310,1,3
2310,1,4
2310,1,5
2312,1,1
2312,1,2
2312,1,3
2312,1,4
2312,1,5
2315,1,1
2315,1,2
2315,1,3
2315,1,4
2315,1,5
2322,1,1
2322,1,2
2322,1,3
2322,1,4
2322,1,5
2324,1,1
2324,1,2
2324,1,3
2324,1,4
2324,1,5
2331,1,1
2331,1,2
2331,1,3
2331,1,4
2331,1,5
2337,1,1
2337,1,2
2337,1,3
2337,1,4
2337,1,5
2345,1,1
2345,1,2
2345,1,3
2345,1,4
2345,1,5
2353,1,1
2353,1,2
2353,1,3
2353,1,4
2353,1,5
2354,1,1
2354,1,2
2354,1,3
2354,1,4
2354,1,5
2355,1,1
2355,1,2
2355,1,3
2355,1,4
2355,1,5
2356,1,1
2356,1,2
2356,1,3
2356,1,4
2356,1,5
2364,1,1
2364,1,2
2364,1,3
2364,1,4
2364,1,5
2365,1,1
2365,1,2
2365,1,3
2365,1,4
2365,1,5
2371,1,1
2371,1,2
2371,1,3
2371,1,4
2371,1,5
2374,1,1
2374,1,2
2374,1,3
2374,1,4
2374,1,5
2381,1,1
2381,1,2
2381,1,3
2381,1,4
2381,1,5
2385,1,1
2385,1,2
2385,1,3
2385,1,4
2385,1,5
2387,1,1
2387,1,2
2387,1,3
2387,1,4
2387,1,5
2396,1,1
2396,1,2
2396,1,3
2396,1,4
2396,1,5
2397,1,1
2397,1,2
2397,1,3
2397,1,4
2397,1,5
2400,1,1
2400,1,2
2400,1,3
2400,1,4
2400,1,5
2403,1,1
2403,1,2
2403,1,3
2403,1,4
2403,1,5
2404,1,1
2404,1,2
2404,1,3
2404,1,4
2404,1,5
2410,1,1
2410,1,2
2410,1,3
2410,1,4
2410,1,5
2417,1,1
2417,1,2
2417,1,3
2417,1,4
2417,1,5
2420,1,1
2420,1,2
2420,1,3
2420,1,4
2420,1,5
2438,1,1
2438,1,2
2438,1,3
2438,1,4
2438,1,5
2440,1,1
2440,1,2
2440,1,3
2440,1,4
2440,1,5
2442,1,1
2442,1,2
2442,1,3
2442,1,4
2442,1,5
2444,1,1
2444,1,2
2444,1,3
2444,1,4
2444,1,5
2447,1,1
2447,1,2
2447,1,3
2447,1,4
2447,1,5
2448,1,1
2448,1,2
2448,1,3
2448,1,4
2448,1,5
2454,1,1
2454,1,2
2454,1,3
2454,1,4
2454,1,5
2465,1,1
2465,1,2
2465,1,3
2465,1,4
2465,1,5
2469,1,1
2469,1,2
2469,1,3
2469,1,4
2469,1,5
2471,1,1
2471,1,2
2471,1,3
2471,1,4
2471,1,5
2473,1,1
2473,1,2
2473,1,3
2473,1,4
2473,1,5
2475,1,1
2475,1,2
2475,1,3
2475,1,4
2475,1,5
2481,1,1
2481,1,2
2481,1,3
2481,1,4
2481,1,5
2484,1,1
2484,1,2
2484,1,3
2484,1,4
2484,1,5
2492,1,1
2492,1,2
2492,1,3
2492,1,4
2492,1,5
2493,1,1
2493,1,2
2493,1,3
2493,1,4
2493,1,5
2498,1,1
2498,1,2
2498,1,3
2498,1,4
2498,1,5
2500,1,1
2500,1,2
2500,1,3
2500,1,4
2500,1,5
2505,1,1
2505,1,2
2505,1,3
2505,1,4
2505,1,5
2508,1,1
2508,1,2
2508,1,3
2508,1,4
2508,1,5
2511,1,1
2511,1,2
2511,1,3
2511,1,4
2511,1,5
2513,1,1
2513,1,2
2513,1,3
2513,1,4
2513,1,5
2516,1,1
2516,1,2
2516,1,3
2516,1,4
2516,1,5
2518,1,1
2518,1,2
2518,1,3
2518,1,4
2518,1,5
2527,1,1
2527,1,2
2527,1,3
2527,1,4
2527,1,5
2530,1,1
2530,1,2
2530,1,3
2530,1,4
2530,1,5
2531,1,1
2531,1,2
2531,1,3
2531,1,4
2531,1,5
2533,1,1
2533,1,2
2533,1,3
2533,1,4
2533,1,5
2541,1,1
2541,1,2
2541,1,3
2541,1,4
2541,1,5
2543,1,1
2543,1,2
2543,1,3
2543,1,4
2543,1,5
2548,1,1
2548,1,2
2548,1,3
2548,1,4
2548,1,5
2553,1,1
2553,1,2
2553,1,3
2553,1,4
2553,1,5
2559,1,1
2559,1,2
2559,1,3
2559,1,4
2559,1,5
2561,1,1
2561,1,2
2561,1,3
2561,1,4
2561,1,5
2569,1,1
2569,1,2
2569,1,3
2569,1,4
2569,1,5
2574,1,1
2574,1,2
2574,1,3
2574,1,4
2574,1,5
2575,1,1
2575,1,2
2575,1,3
2575,1,4
2575,1,5
2577,1,1
2577,1,2
2577,1,3
2577,1,4
2577,1,5
2584,1,1
2584,1,2
2584,1,3
2584,1,4
2584,1,5
2589,1,1
2589,1,2
2589,1,3
2589,1,4
2589,1,5
2594,1,1
2594,1,2
2594,1,3
2594,1,4
2594,1,5
2597,1,1
2597,1,2
2597,1,3
2597,1,4
2597,1,5
2599,1,1
2599,1,2
2599,1,3
2599,1,4
2599,1,5
2601,1,1
2601,1,2
2601,1,3
2601,1,4
2601,1,5
2605,1,1
2605,1,2
2605,1,3
2605,1,4
2605,1,5
2612,1,1
2612,1,2
2612,1,3
2612,1,4
2612,1,5
2615,1,1
2615,1,2
2615,1,3
2615,1,4
2615,1,5
2617,1,1
2617,1,2
2617,1,3
2617,1,4
2617,1,5
2623,1,1
2623,1,2
2623,1,3
2623,1,4
2623,1,5
2630,1,1
2630,1,2
2630,1,3
2630,1,4
2630,1,5
2632,1,1
2632,1,2
2632,1,3
2632,1,4
2632,1,5
2634,1,1
2634,1,2
2634,1,3
2634,1,4
2634,1,5
2638,1,1
2638,1,2
2638,1,3
2638,1,4
2638,1,5
2640,1,1
2640,1,2
2640,1,3
2640,1,4
2640,1,5
2643,1,1
2643,1,2
2643,1,3
2643,1,4
2643,1,5
2645,1,1
2645,1,2
2645,1,3
2645,1,4
2645,1,5
2646,1,1
2646,1,2
2646,1,3
2646,1,4
2646,1,5
2649,1,1
2649,1,2
2649,1,3
2649,1,4
2649,1,5
2656,1,1
2656,1,2
2656,1,3
2656,1,4
2656,1,5
2657,1,1
2657,1,2
2657,1,3
2657,1,4
2657,1,5
2658,1,1
2658,1,2
2658,1,3
2658,1,4
2658,1,5
2661,1,1
2661,1,2
2661,1,3
2661,1,4
2661,1,5
2664,1,1
2664,1,2
2664,1,3
2664,1,4
2664,1,5
2669,1,1
2669,1,2
2669,1,3
2669,1,4
2669,1,5
2674,1,1
2674,1,2
2674,1,3
2674,1,4
2674,1,5
2675,1,1
2675,1,2
2675,1,3
2675,1,4
2675,1,5
2676,1,1
2676,1,2
2676,1,3
2676,1,4
2676,1,5
2678,1,1
2678,1,2
2678,1,3
2678,1,4
2678,1,5
2684,1,1
2684,1,2
2684,1,3
2684,1,4
2684,1,5
2685,1,1
2685,1,2
2685,1,3
2685,1,4
2685,1,5
2688,1,1
2688,1,2
2688,1,3
2688,1,4
2688,1,5
2689,1,1
2689,1,2
2689,1,3
2689,1,4
2689,1,5
2693,1,1
2693,1,2
2693,1,3
2693,1,4
2693,1,5
2696,1,1
2696,1,2
2696,1,3
2696,1,4
2696,1,5
2702,1,1
2702,1,2
2702,1,3
2702,1,4
2702,1,5
2703,1,1
2703,1,2
2703,1,3
2703,1,4
2703,1,5
2704,1,1
2704,1,2
2704,1,3
2704,1,4
2704,1,5
2715,1,1
2715,1,2
2715,1,3
2715,1,4
2715,1,5
2716,1,1
2716,1,2
2716,1,3
2716,1,4
2716,1,5
2719,1,1
2719,1,2
2719,1,3
2719,1,4
2719,1,5
2720,1,1
2720,1,2
2720,1,3
2720,1,4
2720,1,5
2727,1,1
2727,1,2
2727,1,3
2727,1,4
2727,1,5
2729,1,1
2729,1,2
2729,1,3
2729,1,4
2729,1,5
2733,1,1
2733,1,2
2733,1,3
2733,1,4
2733,1,5
2739,1,1
2739,1,2
2739,1,3
2739,1,4
2739,1,5
2742,1,1
2742,1,2
2742,1,3
2742,1,4
2742,1,5
2743,1,1
2743,1,2
2743,1,3
2743,1,4
2743,1,5
2745,1,1
2745,1,2
2745,1,3
2745,1,4
2745,1,5
2751,1,1
2751,1,2
2751,1,3
2751,1,4
2751,1,5
2754,1,1
2754,1,2
2754,1,3
2754,1,4
2754,1,5
2757,1,1
2757,1,2
2757,1,3
2757,1,4
2757,1,5
2759,1,1
2759,1,2
2759,1,3
2759,1,4
2759,1,5
2761,1,1
2761,1,2
2761,1,3
2761,1,4
2761,1,5
2763,1,1
2763,1,2
2763,1,3
2763,1,4
2763,1,5
2764,1,1
2764,1,2
2764,1,3
2764,1,4
2764,1,5
2765,1,1
2765,1,2
2765,1,3
2765,1,4
2765,1,5
2773,1,1
2773,1,2
2773,1,3
2773,1,4
2773,1,5
2777,1,1
2777,1,2
2777,1,3
2777,1,4
2777,1,5
2778,1,1
2778,1,2
2778,1,3
2778,1,4
2778,1,5
2786,1,1
2786,1,2
2786,1,3
2786,1,4
2786,1,5
2788,1,1
2788,1,2
2788,1,3
2788,1,4
2788,1,5
2792,1,1
2792,1,2
2792,1,3
2792,1,4
2792,1,5
2799,1,1
2799,1,2
2799,1,3
2799,1,4
2799,1,5
2803,1,1
2803,1,2
2803,1,3
2803,1,4
2803,1,5
2810,1,1
2810,1,2
2810,1,3
2810,1,4
2810,1,5
2817,1,1
2817,1,2
2817,1,3
2817,1,4
2817,1,5
2819,1,1
2819,1,2
2819,1,3
2819,1,4
2819,1,5
2820,1,1
2820,1,2
2820,1,3
2820,1,4
2820,1,5
2829,1,1
2829,1,2
2829,1,3
2829,1,4
2829,1,5
2833,1,1
2833,1,2
2833,1,3
2833,1,4
2833,1,5
2835,1,1
2835,1,2
2835,1,3
2835,1,4
2835,1,5
2836,1,1
2836,1,2
2836,1,3
2836,1,4
2836,1,5
2846,1,1
2846,1,2
2846,1,3
2846,1,4
2846,1,5
2848,1,1
2848,1,2
2848,1,3
2848,1,4
2848,1,5
2851,1,1
2851,1,2
2851,1,3
2851,1,4
2851,1,5
2854,1,1
2854,1,2
2854,1,3
2854,1,4
2854,1,5
2858,1,1
2858,1,2
2858,1,3
2858,1,4
2858,1,5
2867,1,1
2867,1,2
2867,1,3
2867,1,4
2867,1,5
2868,1,1
2868,1,2
2868,1,3
2868,1,4
2868,1,5
2876,1,1
2876,1,2
2876,1,3
2876,1,4
2876,1,5
2878,1,1
2878,1,2
2878,1,3
2878,1,4
2878,1,5
2885,1,1
2885,1,2
2885,1,3
2885,1,4
2885,1,5
2895,1,1
2895,1,2
2895,1,3
2895,1,4
2895,1,5
2900,1,1
2900,1,2
2900,1,3
2900,1,4
2900,1,5
2907,1,1
2907,1,2
2907,1,3
2907,1,4
2907,1,5
2909,1,1
2909,1,2
2909,1,3
2909,1,4
2909,1,5
2910,1,1
2910,1,2
2910,1,3
2910,1,4
2910,1,5
2912,1,1
2912,1,2
2912,1,3
2912,1,4
2912,1,5
2913,1,1
2913,1,2
2913,1,3
2913,1,4
2913,1,5
2915,1,1
2915,1,2
2915,1,3
2915,1,4
2915,1,5
2916,1,1
2916,1,2
2916,1,3
2916,1,4
2916,1,5
2918,1,1
2918,1,2
2918,1,3
2918,1,4
2918,1,5
2920,1,1
2920,1,2
2920,1,3
2920,1,4
2920,1,5
2923,1,1
2923,1,2
2923,1,3
2923,1,4
2923,1,5
2925,1,1
2925,1,2
2925,1,3
2925,1,4
2925,1,5
2928,1,1
2928,1,2
2928,1,3
2928,1,4
2928,1,5
2935,1,1
2935,1,2
2935,1,3
2935,1,4
2935,1,5
2939,1,1
2939,1,2
2939,1,3
2939,1,4
2939,1,5
2952,1,1
2952,1,2
2952,1,3
2952,1,4
2952,1,5
2958,1,1
2958,1,2
2958,1,3
2958,1,4
2958,1,5
2960,1,1
2960,1,2
2960,1,3
2960,1,4
2960,1,5
2962,1,1
2962,1,2
2962,1,3
2962,1,4
2962,1,5
2966,1,1
2966,1,2
2966,1,3
2966,1,4
2966,1,5
2969,1,1
2969,1,2
2969,1,3
2969,1,4
2969,1,5
2972,1,1
2972,1,2
2972,1,3
2972,1,4
2972,1,5
2977,1,1
2977,1,2
2977,1,3
2977,1,4
2977,1,5
2979,1,1
2979,1,2
2979,1,3
2979,1,4
2979,1,5
2980,1,1
2980,1,2
2980,1,3
2980,1,4
2980,1,5
2993,1,1
2993,1,2
2993,1,3
2993,1,4
2993,1,5
2995,1,1
2995,1,2
2995,1,3
2995,1,4
2995,1,5
2998,1,1
2998,1,2
2998,1,3
2998,1,4
2998,1,5
3004,1,1
3004,1,2
3004,1,3
3004,1,4
3004,1,5
3010,1,1
3010,1,2
3010,1,3
3010,1,4
3010,1,5
3011,1,1
3011,1,2
3011,1,3
3011,1,4
3011,1,5
3018,1,1
3018,1,2
3018,1,3
3018,1,4
3018,1,5
3020,1,1
3020,1,2
3020,1,3
3020,1,4
3020,1,5
3021,1,1
3021,1,2
3021,1,3
3021,1,4
3021,1,5
3036,1,1
3036,1,2
3036,1,3
3036,1,4
3036,1,5
3043,1,1
3043,1,2
3043,1,3
3043,1,4
3043,1,5
3044,1,1
3044,1,2
3044,1,3
3044,1,4
3044,1,5
3054,1,1
3054,1,2
3054,1,3
3054,1,4
3054,1,5
3062,1,1
3062,1,2
3062,1,3
3062,1,4
3062,1,5
3063,1,1
3063,1,2
3063,1,3
3063,1,4
3063,1,5
3066,1,1
3066,1,2
3066,1,3
3066,1,4
3066,1,5
3067,1,1
3067,1,2
3067,1,3
3067,1,4
3067,1,5
3069,1,1
3069,1,2
3069,1,3
3069,1,4
3069,1,5
3074,1,1
3074,1,2
3074,1,3
3074,1,4
3074,1,5
3078,1,1
3078,1,2
3078,1,3
3078,1,4
3078,1,5
3079,1,1
3079,1,2
3079,1,3
3079,1,4
3079,1,5
3084,1,1
3084,1,2
3084,1,3
3084,1,4
3084,1,5
3087,1,1
3087,1,2
3087,1,3
3087,1,4
3087,1,5
3090,1,1
3090,1,2
3090,1,3
3090,1,4
3090,1,5
3091,1,1
3091,1,2
3091,1,3
3091,1,4
3091,1,5
3092,1,1
3092,1,2
3092,1,3
3092,1,4
3092,1,5
3093,1,1
3093,1,2
3093,1,3
3093,1,4
3093,1,5
3101,1,1
3101,1,2
3101,1,3
3101,1,4
3101,1,5
3106,1,1
3106,1,2
3106,1,3
3106,1,4
3106,1,5
3108,1,1
3108,1,2
3108,1,3
3108,1,4
3108,1,5
3124,1,1
3124,1,2
3124,1,3
3124,1,4
3124,1,5
3133,1,1
3133,1,2
3133,1,3
3133,1,4
3133,1,5
3140,1,1
3140,1,2
3140,1,3
3140,1,4
3140,1,5
3144,1,1
3144,1,2
3144,1,3
3144,1,4
3144,1,5
3149,1,1
3149,1,2
3149,1,3
3149,1,4
3149,1,5
3154,1,1
3154,1,2
3154,1,3
3154,1,4
3154,1,5
3157,1,1
3157,1,2
3157,1,3
3157,1,4
3157,1,5
3158,1,1
3158,1,2
3158,1,3
3158,1,4
3158,1,5
3167,1,1
3167,1,2
3167,1,3
3167,1,4
3167,1,5
3178,1,1
3178,1,2
3178,1,3
3178,1,4
3178,1,5
3181,1,1
3181,1,2
3181,1,3
3181,1,4
3181,1,5
3183,1,1
3183,1,2
3183,1,3
3183,1,4
3183,1,5
3185,1,1
3185,1,2
3185,1,3
3185,1,4
3185,1,5
3194,1,1
3194,1,2
3194,1,3
3194,1,4
3194,1,5
3197,1,1
3197,1,2
3197,1,3
3197,1,4
3197,1,5
3200,1,1
3200,1,2
3200,1,3
3200,1,4
3200,1,5
3204,1,1
3204,1,2
3204,1,3
3204,1,4
3204,1,5
3205,1,1
3205,1,2
3205,1,3
3205,1,4
3205,1,5
3207,1,1
3207,1,2
3207,1,3
3207,1,4
3207,1,5
3208,1,1
3208,1,2
3208,1,3
3208,1,4
3208,1,5
3216,1,1
3216,1,2
3216,1,3
3216,1,4
3216,1,5
3222,1,1
3222,1,2
3222,1,3
3222,1,4
3222,1,5
3225,1,1
3225,1,2
3225,1,3
3225,1,4
3225,1,5
3226,1,1
3226,1,2
3226,1,3
3226,1,4
3226,1,5
3227,1,1
3227,1,2
3227,1,3
3227,1,4
3227,1,5
3233,1,1
3233,1,2
3233,1,3
3233,1,4
3233,1,5
3237,1,1
3237,1,2
3237,1,3
3237,1,4
3237,1,5
3246,1,1
3246,1,2
3246,1,3
3246,1,4
3246,1,5
3255,1,1
3255,1,2
3255,1,3
3255,1,4
3255,1,5
3256,1,1
3256,1,2
3256,1,3
3256,1,4
3256,1,5
3264,1,1
3264,1,2
3264,1,3
3264,1,4
3264,1,5
3265,1,1
3265,1,2
3265,1,3
3265,1,4
3265,1,5
3270,1,1
3270,1,2
3270,1,3
3270,1,4
3270,1,5
3271,1,1
3271,1,2
3271,1,3
3271,1,4
3271,1,5
3274,1,1
3274,1,2
3274,1,3
3274,1,4
3274,1,5
3275,1,1
3275,1,2
3275,1,3
3275,1,4
3275,1,5
3279,1,1
3279,1,2
3279,1,3
3279,1,4
3279,1,5
3283,1,1
3283,1,2
3283,1,3
3283,1,4
3283,1,5
3292,1,1
3292,1,2
3292,1,3
3292,1,4
3292,1,5
3294,1,1
3294,1,2
3294,1,3
3294,1,4
3294,1,5
3297,1,1
3297,1,2
3297,1,3
3297,1,4
3297,1,5
3299,1,1
3299,1,2
3299,1,3
3299,1,4
3299,1,5
3307,1,1
3307,1,2
3307,1,3
3307,1,4
3307,1,5
3308,1,1
3308,1,2
3308,1,3
3308,1,4
3308,1,5
3310,1,1
3310,1,2
3310,1,3
